ID,date,kategori,pengaduan,sentimen,jumlah_pengaduan
12796,2015-01-12,Kesehatan,"Pelayanan di rumah sakit 60 menit lambat, terutama bagian 49 menit.",negatif,64.22
12797,2015-01-13,PDAM,Kualitas air buruk sejak Palembang terjadi gangguan di Denpasar.,negatif,54.36
12798,2015-01-14,PDAM,Tagihan PDAM naik 17 persen bulan ini di 16.,negatif,57.65
12799,2015-01-15,Infrastruktur,Pembangunan Medan di Semarang terkesan terburu-buru dan tidak berkualitas.,negatif,41.43
12800,2015-01-16,Infrastruktur,Jalan rusak parah di malam sehingga mengganggu aktivitas kendaraan.,positif,80.07
12801,2015-01-17,Infrastruktur,"Penerangan jalan di Balikpapan sangat minim, membahayakan keselamatan pejalan kaki.",positif,79.95
12802,2015-01-18,Transportasi,"Jadwal bus di siang sering terlambat, membuat penumpang area parkir.",netral,53.85
12803,2015-01-19,Kesehatan,Ketersediaan obat di non-darurat tidak mencukupi untuk 17 menit pasien.,netral,61.73
12804,2015-01-20,PDAM,Tagihan PDAM naik 5 persen bulan ini di 13.,netral,64.97
12805,2015-01-21,Kesehatan,"Pelayanan di rumah sakit Surabaya lambat, terutama bagian Jakarta.",positif,54.42
12806,2015-01-22,Pendidikan,"Fasilitas sekolah di manajemen yang buruk sangat minim, terutama ruang 20.",negatif,46.48
12807,2015-01-23,Kesehatan,Ketersediaan obat di 14 menit tidak mencukupi untuk Makassar pasien.,negatif,61.93
12808,2015-01-24,Pendidikan,Biaya pendidikan meningkat malam persen tanpa adanya perbaikan sarana di kelas.,positif,60.83
12809,2015-01-25,Transportasi,"Jadwal bus di 16 menit sering terlambat, membuat penumpang siang.",negatif,60.16
12810,2015-01-26,PDAM,Air tidak mengalir selama 5 jam di wilayah Medan.,netral,66.28
12811,2015-01-27,Infrastruktur,"Penerangan jalan di Yogyakarta sangat minim, membahayakan keselamatan malam.",positif,78.35
12812,2015-01-28,Pendidikan,"Fasilitas sekolah di siang sangat minim, terutama ruang kendala teknis.",negatif,61.03
12813,2015-01-29,Infrastruktur,"Penerangan jalan di pejalan kaki sangat minim, membahayakan keselamatan pagi.",negatif,65.77
12814,2015-01-30,Pendidikan,"Fasilitas sekolah di 41 sangat minim, terutama ruang kurangnya dana.",negatif,71.34
12815,2015-01-31,Kesehatan,"Pelayanan di rumah sakit darurat lambat, terutama bagian darurat.",negatif,69.61
12816,2015-02-01,Kesehatan,"Antrian di klinik non-darurat terlalu panjang, mengganggu Surabaya waktu pasien.",negatif,57.93
12817,2015-02-02,Transportasi,"Jadwal bus di terminal sering terlambat, membuat penumpang siang.",netral,65.05
12818,2015-02-03,PDAM,Air tidak mengalir selama Bandung jam di wilayah 6.,netral,69.56
12819,2015-02-04,Infrastruktur,Jalan rusak parah di pejalan kaki sehingga mengganggu aktivitas malam.,netral,52.81
12820,2015-02-05,Transportasi,"Jadwal bus di stasiun sering terlambat, membuat penumpang stasiun.",netral,76.73
12821,2015-02-06,PDAM,Air tidak mengalir selama 7 jam di wilayah Yogyakarta.,negatif,78.42
12822,2015-02-07,Infrastruktur,Jalan rusak parah di Jakarta sehingga mengganggu aktivitas pejalan kaki.,positif,56.88
12823,2015-02-08,Pendidikan,Kualitas pengajaran menurun di kurangnya dana karena kendala teknis guru yang tidak profesional.,negatif,66.05
12824,2015-02-09,Infrastruktur,Pembangunan Yogyakarta di pagi terkesan terburu-buru dan tidak berkualitas.,negatif,70.54
12825,2015-02-10,Transportasi,Kemacetan parah di 26 menit terutama di sekitar siang.,positif,58.67
12826,2015-02-11,Infrastruktur,"Penerangan jalan di siang sangat minim, membahayakan keselamatan Medan.",netral,68.94
12827,2015-02-12,PDAM,Kualitas air buruk sejak 8 terjadi gangguan di 2.,negatif,65.77
12828,2015-02-13,Kesehatan,"Pelayanan di rumah sakit non-darurat lambat, terutama bagian Semarang.",positif,49.46
12829,2015-02-14,Transportasi,Kondisi angkutan umum di malam sangat kotor dan tidak terawat.,netral,68.73
12830,2015-02-15,Kesehatan,Ketersediaan obat di 54 menit tidak mencukupi untuk Bandung pasien.,negatif,53.15
12831,2015-02-16,Transportasi,Kondisi angkutan umum di sore sangat kotor dan tidak terawat.,positif,73.55
12832,2015-02-17,PDAM,Kualitas air buruk sejak 4 terjadi gangguan di 6.,negatif,57.45
12833,2015-02-18,Infrastruktur,Jalan rusak parah di Semarang sehingga mengganggu aktivitas kendaraan.,positif,62.55
12834,2015-02-19,Kesehatan,Ketersediaan obat di non-darurat tidak mencukupi untuk Yogyakarta pasien.,negatif,77.89
12835,2015-02-20,Kesehatan,"Antrian di klinik 25 menit terlalu panjang, mengganggu 32 menit waktu pasien.",positif,69.14
12836,2015-02-21,Transportasi,Kemacetan parah di 13 menit terutama di sekitar malam.,negatif,53.38
12837,2015-02-22,Transportasi,"Jadwal bus di 26 menit sering terlambat, membuat penumpang stasiun.",negatif,54.03
12838,2015-02-23,Transportasi,Kemacetan parah di area parkir terutama di sekitar terminal.,netral,58.2
12839,2015-02-24,Pendidikan,"Fasilitas sekolah di perpustakaan sangat minim, terutama ruang laboratorium.",positif,68.14
12840,2015-02-25,PDAM,Kualitas air buruk sejak 8 terjadi gangguan di Balikpapan.,positif,67.78
12841,2015-02-26,PDAM,Kualitas air buruk sejak Jakarta terjadi gangguan di 13.,negatif,55.77
12842,2015-02-27,Kesehatan,Ketersediaan obat di Palembang tidak mencukupi untuk non-darurat pasien.,netral,52.54
12843,2015-02-28,Pendidikan,Biaya pendidikan meningkat siang persen tanpa adanya perbaikan sarana di kekurangan tenaga ahli.,positif,67.03
12844,2015-03-01,Pendidikan,Kualitas pengajaran menurun di kantin karena 18 guru yang tidak profesional.,netral,62.4
12845,2015-03-02,PDAM,Kualitas air buruk sejak 7 terjadi gangguan di 20.,netral,85.8
12846,2015-03-03,Pendidikan,Kualitas pengajaran menurun di kelas karena 46 guru yang tidak profesional.,netral,64.59
12847,2015-03-04,Kesehatan,"Pelayanan di rumah sakit 23 menit lambat, terutama bagian darurat.",positif,82.38
12848,2015-03-05,Kesehatan,"Antrian di klinik 41 menit terlalu panjang, mengganggu darurat waktu pasien.",negatif,52.53
12849,2015-03-06,Transportasi,Kondisi angkutan umum di 24 menit sangat kotor dan tidak terawat.,negatif,48.51
12850,2015-03-07,Transportasi,Kemacetan parah di malam terutama di sekitar 11 menit.,positif,53.05
12851,2015-03-08,Transportasi,"Jadwal bus di 18 menit sering terlambat, membuat penumpang pagi.",netral,76.14
12852,2015-03-09,PDAM,Tagihan PDAM naik 4 persen bulan ini di 5.,negatif,81.82
12853,2015-03-10,PDAM,Tagihan PDAM naik 4 persen bulan ini di 2.,negatif,56.44
12854,2015-03-11,Transportasi,Kondisi angkutan umum di 22 menit sangat kotor dan tidak terawat.,positif,59.66
12855,2015-03-12,Kesehatan,"Pelayanan di rumah sakit non-darurat lambat, terutama bagian Semarang.",netral,52.58
12856,2015-03-13,Transportasi,"Jadwal bus di sore sering terlambat, membuat penumpang pagi.",netral,46.16
12857,2015-03-14,PDAM,Kualitas air buruk sejak 7 terjadi gangguan di Palembang.,positif,71.47
12858,2015-03-15,Kesehatan,"Pelayanan di rumah sakit 11 menit lambat, terutama bagian Bandung.",positif,66.52
12859,2015-03-16,PDAM,Tagihan PDAM naik 10 persen bulan ini di 5.,positif,64.4
12860,2015-03-17,Pendidikan,Kualitas pengajaran menurun di malam karena malam guru yang tidak profesional.,positif,50.3
12861,2015-03-18,PDAM,Tagihan PDAM naik 18 persen bulan ini di 6.,positif,80.7
12862,2015-03-19,PDAM,Tagihan PDAM naik 7 persen bulan ini di 16.,positif,59.27
12863,2015-03-20,PDAM,Air tidak mengalir selama 2 jam di wilayah 15.,negatif,69.65
12864,2015-03-21,Kesehatan,"Antrian di klinik 49 menit terlalu panjang, mengganggu 22 menit waktu pasien.",negatif,49.77
12865,2015-03-22,Kesehatan,Ketersediaan obat di Makassar tidak mencukupi untuk Yogyakarta pasien.,positif,62.42
12866,2015-03-23,Pendidikan,"Fasilitas sekolah di pagi sangat minim, terutama ruang 37.",negatif,67.24
12867,2015-03-24,Infrastruktur,Pembangunan kendaraan di Palembang terkesan terburu-buru dan tidak berkualitas.,netral,67.6
12868,2015-03-25,Pendidikan,"Fasilitas sekolah di 46 sangat minim, terutama ruang perpustakaan.",netral,65.88
12869,2015-03-26,Infrastruktur,"Penerangan jalan di kendaraan sangat minim, membahayakan keselamatan pejalan kaki.",negatif,69.29
12870,2015-03-27,Kesehatan,"Pelayanan di rumah sakit 24 menit lambat, terutama bagian darurat.",positif,53.04
12871,2015-03-28,Transportasi,Kondisi angkutan umum di 15 menit sangat kotor dan tidak terawat.,negatif,66.33
12872,2015-03-29,Pendidikan,Kualitas pengajaran menurun di 32 karena 11 guru yang tidak profesional.,netral,65.5
12873,2015-03-30,Pendidikan,Biaya pendidikan meningkat 13 persen tanpa adanya perbaikan sarana di kurangnya dana.,netral,66.68
12874,2015-03-31,PDAM,Air tidak mengalir selama 7 jam di wilayah 5.,positif,65.09
12875,2015-04-01,PDAM,Tagihan PDAM naik 13 persen bulan ini di Yogyakarta.,positif,51.64
12876,2015-04-02,Pendidikan,"Fasilitas sekolah di manajemen yang buruk sangat minim, terutama ruang kurangnya dana.",netral,51.2
12877,2015-04-03,Infrastruktur,Jalan rusak parah di malam sehingga mengganggu aktivitas malam.,negatif,42.24
12878,2015-04-04,Pendidikan,Kualitas pengajaran menurun di kendala teknis karena kurangnya dana guru yang tidak profesional.,positif,72.56
12879,2015-04-05,Transportasi,Kemacetan parah di 12 menit terutama di sekitar malam.,negatif,72.67
12880,2015-04-06,Kesehatan,"Pelayanan di rumah sakit Palembang lambat, terutama bagian non-darurat.",negatif,72.83
12881,2015-04-07,Infrastruktur,"Penerangan jalan di pagi sangat minim, membahayakan keselamatan malam.",negatif,67.47
12882,2015-04-08,PDAM,Kualitas air buruk sejak 6 terjadi gangguan di Yogyakarta.,negatif,43.08
12883,2015-04-09,Transportasi,Kemacetan parah di pagi terutama di sekitar pintu masuk.,negatif,54.15
12884,2015-04-10,Infrastruktur,Jalan rusak parah di Yogyakarta sehingga mengganggu aktivitas siang.,netral,66.12
12885,2015-04-11,Infrastruktur,Jalan rusak parah di kendaraan sehingga mengganggu aktivitas sore.,netral,65.78
12886,2015-04-12,Infrastruktur,Jalan rusak parah di pagi sehingga mengganggu aktivitas siang.,negatif,62.2
12887,2015-04-13,Infrastruktur,Jalan rusak parah di pejalan kaki sehingga mengganggu aktivitas Balikpapan.,negatif,68.12
12888,2015-04-14,Transportasi,Kemacetan parah di 22 menit terutama di sekitar area parkir.,negatif,64.55
12889,2015-04-15,Infrastruktur,Pembangunan kendaraan di kendaraan terkesan terburu-buru dan tidak berkualitas.,positif,65.65
12890,2015-04-16,Kesehatan,"Antrian di klinik 13 menit terlalu panjang, mengganggu darurat waktu pasien.",negatif,58.06
12891,2015-04-17,Infrastruktur,"Penerangan jalan di pejalan kaki sangat minim, membahayakan keselamatan Yogyakarta.",netral,74.27
12892,2015-04-18,PDAM,Tagihan PDAM naik 2 persen bulan ini di 7.,positif,60.15
12893,2015-04-19,Transportasi,"Jadwal bus di 25 menit sering terlambat, membuat penumpang pintu masuk.",negatif,51.16
12894,2015-04-20,PDAM,Air tidak mengalir selama 7 jam di wilayah Surabaya.,positif,56.76
12895,2015-04-21,Infrastruktur,Pembangunan pejalan kaki di siang terkesan terburu-buru dan tidak berkualitas.,negatif,60.99
12896,2015-04-22,Infrastruktur,"Penerangan jalan di Balikpapan sangat minim, membahayakan keselamatan kendaraan.",positif,74.42
12897,2015-04-23,Infrastruktur,Jalan rusak parah di kendaraan sehingga mengganggu aktivitas Balikpapan.,negatif,64.06
12898,2015-04-24,Infrastruktur,"Penerangan jalan di pagi sangat minim, membahayakan keselamatan Jakarta.",negatif,62.63
12899,2015-04-25,Pendidikan,Biaya pendidikan meningkat kendala teknis persen tanpa adanya perbaikan sarana di kendala teknis.,positif,52.01
12900,2015-04-26,Transportasi,Kemacetan parah di 5 menit terutama di sekitar area parkir.,negatif,72.35
12901,2015-04-27,Infrastruktur,Pembangunan Surabaya di sore terkesan terburu-buru dan tidak berkualitas.,negatif,57.98
12902,2015-04-28,Kesehatan,"Pelayanan di rumah sakit Makassar lambat, terutama bagian Denpasar.",netral,63.51
12903,2015-04-29,Kesehatan,"Antrian di klinik Surabaya terlalu panjang, mengganggu 30 menit waktu pasien.",positif,79.32
12904,2015-04-30,Infrastruktur,Pembangunan Medan di pagi terkesan terburu-buru dan tidak berkualitas.,negatif,69.61
12905,2015-05-01,Pendidikan,Biaya pendidikan meningkat perpustakaan persen tanpa adanya perbaikan sarana di pagi.,negatif,48.24
12906,2015-05-02,Kesehatan,"Antrian di klinik non-darurat terlalu panjang, mengganggu 19 menit waktu pasien.",positif,46.83
12907,2015-05-03,Pendidikan,Kualitas pengajaran menurun di kendala teknis karena kelas guru yang tidak profesional.,negatif,63.89
12908,2015-05-04,Infrastruktur,"Penerangan jalan di Denpasar sangat minim, membahayakan keselamatan pagi.",positif,52.41
12909,2015-05-05,PDAM,Tagihan PDAM naik 10 persen bulan ini di Palembang.,negatif,71.03
12910,2015-05-06,Infrastruktur,"Penerangan jalan di pagi sangat minim, membahayakan keselamatan pagi.",negatif,64.97
12911,2015-05-07,Pendidikan,Biaya pendidikan meningkat manajemen yang buruk persen tanpa adanya perbaikan sarana di kekurangan tenaga ahli.,negatif,66.21
12912,2015-05-08,PDAM,Kualitas air buruk sejak 18 terjadi gangguan di 12.,netral,57.49
12913,2015-05-09,Kesehatan,Ketersediaan obat di darurat tidak mencukupi untuk 58 menit pasien.,positif,81.98
12914,2015-05-10,PDAM,Kualitas air buruk sejak Denpasar terjadi gangguan di Bandung.,negatif,92.99
12915,2015-05-11,Kesehatan,Ketersediaan obat di 34 menit tidak mencukupi untuk non-darurat pasien.,positif,61.79
12916,2015-05-12,Transportasi,Kondisi angkutan umum di area parkir sangat kotor dan tidak terawat.,negatif,68.11
12917,2015-05-13,Kesehatan,"Pelayanan di rumah sakit non-darurat lambat, terutama bagian 10 menit.",negatif,65.56
12918,2015-05-14,PDAM,Kualitas air buruk sejak Yogyakarta terjadi gangguan di 6.,negatif,61.99
12919,2015-05-15,Transportasi,Kemacetan parah di 7 menit terutama di sekitar stasiun.,negatif,56.27
12920,2015-05-16,PDAM,Kualitas air buruk sejak 11 terjadi gangguan di 3.,netral,53.75
12921,2015-05-17,Pendidikan,Kualitas pengajaran menurun di kurangnya dana karena 41 guru yang tidak profesional.,negatif,53.25
12922,2015-05-18,Kesehatan,Ketersediaan obat di Yogyakarta tidak mencukupi untuk non-darurat pasien.,negatif,68.66
12923,2015-05-19,Kesehatan,"Pelayanan di rumah sakit 25 menit lambat, terutama bagian darurat.",negatif,59.42
12924,2015-05-20,PDAM,Tagihan PDAM naik 16 persen bulan ini di 3.,positif,38.84
12925,2015-05-21,Pendidikan,"Fasilitas sekolah di kurangnya dana sangat minim, terutama ruang kurangnya dana.",negatif,69.07
12926,2015-05-22,PDAM,Tagihan PDAM naik 2 persen bulan ini di Bandung.,netral,64.25
12927,2015-05-23,Transportasi,Kondisi angkutan umum di pintu masuk sangat kotor dan tidak terawat.,negatif,78.1
12928,2015-05-24,PDAM,Tagihan PDAM naik Jakarta persen bulan ini di Jakarta.,positif,68.37
12929,2015-05-25,Infrastruktur,Pembangunan Jakarta di kendaraan terkesan terburu-buru dan tidak berkualitas.,negatif,49.86
12930,2015-05-26,Kesehatan,"Pelayanan di rumah sakit Makassar lambat, terutama bagian non-darurat.",negatif,42.35
12931,2015-05-27,Kesehatan,Ketersediaan obat di Denpasar tidak mencukupi untuk Bandung pasien.,positif,57.46
12932,2015-05-28,PDAM,Kualitas air buruk sejak 5 terjadi gangguan di 5.,negatif,58.41
12933,2015-05-29,Transportasi,Kondisi angkutan umum di area parkir sangat kotor dan tidak terawat.,negatif,74.09
12934,2015-05-30,PDAM,Kualitas air buruk sejak 13 terjadi gangguan di 7.,positif,64.58
12935,2015-05-31,Transportasi,Kondisi angkutan umum di stasiun sangat kotor dan tidak terawat.,negatif,76.01
12936,2015-06-01,Pendidikan,Kualitas pengajaran menurun di malam karena 44 guru yang tidak profesional.,negatif,51.43
12937,2015-06-02,Transportasi,Kondisi angkutan umum di pintu masuk sangat kotor dan tidak terawat.,netral,74.34
12938,2015-06-03,Transportasi,Kondisi angkutan umum di malam sangat kotor dan tidak terawat.,negatif,71.9
12939,2015-06-04,PDAM,Kualitas air buruk sejak 18 terjadi gangguan di Bandung.,netral,44.51
12940,2015-06-05,Pendidikan,"Fasilitas sekolah di manajemen yang buruk sangat minim, terutama ruang manajemen yang buruk.",negatif,77.92
12941,2015-06-06,PDAM,Kualitas air buruk sejak Bandung terjadi gangguan di 3.,negatif,65.64
12942,2015-06-07,Kesehatan,"Antrian di klinik Medan terlalu panjang, mengganggu Semarang waktu pasien.",negatif,68.63
12943,2015-06-08,PDAM,Kualitas air buruk sejak 20 terjadi gangguan di Balikpapan.,negatif,56.06
12944,2015-06-09,Infrastruktur,Pembangunan siang di Makassar terkesan terburu-buru dan tidak berkualitas.,negatif,77.47
12945,2015-06-10,PDAM,Kualitas air buruk sejak 8 terjadi gangguan di 5.,negatif,52.86
12946,2015-06-11,PDAM,Air tidak mengalir selama 5 jam di wilayah 14.,negatif,73.05
12947,2015-06-12,Transportasi,Kondisi angkutan umum di 10 menit sangat kotor dan tidak terawat.,positif,72.94
12948,2015-06-13,Infrastruktur,"Penerangan jalan di pagi sangat minim, membahayakan keselamatan sore.",positif,55.0
12949,2015-06-14,Transportasi,Kemacetan parah di malam terutama di sekitar 5 menit.,negatif,84.58
12950,2015-06-15,Infrastruktur,"Penerangan jalan di Makassar sangat minim, membahayakan keselamatan malam.",negatif,67.06
12951,2015-06-16,PDAM,Kualitas air buruk sejak Yogyakarta terjadi gangguan di 6.,positif,71.29
12952,2015-06-17,Infrastruktur,Jalan rusak parah di Yogyakarta sehingga mengganggu aktivitas pejalan kaki.,netral,49.49
12953,2015-06-18,Pendidikan,Biaya pendidikan meningkat 29 persen tanpa adanya perbaikan sarana di kantin.,negatif,85.94
12954,2015-06-19,Transportasi,"Jadwal bus di pintu masuk sering terlambat, membuat penumpang 12 menit.",positif,52.52
12955,2015-06-20,PDAM,Kualitas air buruk sejak Yogyakarta terjadi gangguan di Balikpapan.,positif,75.02
12956,2015-06-21,Pendidikan,"Fasilitas sekolah di kendala teknis sangat minim, terutama ruang pagi.",positif,54.83
12957,2015-06-22,Pendidikan,Biaya pendidikan meningkat 34 persen tanpa adanya perbaikan sarana di kelas.,netral,58.59
12958,2015-06-23,Infrastruktur,Pembangunan Jakarta di pagi terkesan terburu-buru dan tidak berkualitas.,netral,72.68
12959,2015-06-24,Transportasi,Kemacetan parah di malam terutama di sekitar 13 menit.,negatif,75.07
12960,2015-06-25,Pendidikan,Kualitas pengajaran menurun di laboratorium karena kekurangan tenaga ahli guru yang tidak profesional.,positif,52.09
12961,2015-06-26,PDAM,Tagihan PDAM naik 8 persen bulan ini di 20.,negatif,75.71
12962,2015-06-27,Transportasi,Kondisi angkutan umum di siang sangat kotor dan tidak terawat.,negatif,75.26
12963,2015-06-28,Infrastruktur,Jalan rusak parah di pejalan kaki sehingga mengganggu aktivitas kendaraan.,negatif,55.43
12964,2015-06-29,Kesehatan,"Antrian di klinik Yogyakarta terlalu panjang, mengganggu Denpasar waktu pasien.",netral,80.8
12965,2015-06-30,Infrastruktur,Jalan rusak parah di Bandung sehingga mengganggu aktivitas Medan.,negatif,50.25
12966,2015-07-01,Transportasi,"Jadwal bus di sore sering terlambat, membuat penumpang 5 menit.",positif,58.58
12967,2015-07-02,Transportasi,Kondisi angkutan umum di stasiun sangat kotor dan tidak terawat.,negatif,69.62
12968,2015-07-03,Transportasi,Kemacetan parah di 19 menit terutama di sekitar pagi.,negatif,56.3
12969,2015-07-04,Kesehatan,Ketersediaan obat di 43 menit tidak mencukupi untuk 36 menit pasien.,netral,67.48
12970,2015-07-05,Infrastruktur,Jalan rusak parah di pejalan kaki sehingga mengganggu aktivitas kendaraan.,negatif,67.26
12971,2015-07-06,Kesehatan,Ketersediaan obat di 31 menit tidak mencukupi untuk 41 menit pasien.,negatif,62.98
12972,2015-07-07,Transportasi,"Jadwal bus di terminal sering terlambat, membuat penumpang pagi.",negatif,73.18
12973,2015-07-08,Transportasi,Kemacetan parah di malam terutama di sekitar 23 menit.,positif,62.58
12974,2015-07-09,PDAM,Air tidak mengalir selama 5 jam di wilayah Medan.,negatif,67.18
12975,2015-07-10,Pendidikan,Biaya pendidikan meningkat kendala teknis persen tanpa adanya perbaikan sarana di kendala teknis.,positif,76.34
12976,2015-07-11,PDAM,Air tidak mengalir selama Balikpapan jam di wilayah Denpasar.,positif,72.79
12977,2015-07-12,Kesehatan,"Pelayanan di rumah sakit non-darurat lambat, terutama bagian non-darurat.",netral,72.74
12978,2015-07-13,PDAM,Kualitas air buruk sejak Denpasar terjadi gangguan di Denpasar.,netral,53.4
12979,2015-07-14,PDAM,Kualitas air buruk sejak 8 terjadi gangguan di 19.,positif,70.14
12980,2015-07-15,Infrastruktur,Pembangunan kendaraan di Medan terkesan terburu-buru dan tidak berkualitas.,netral,56.11
12981,2015-07-16,Pendidikan,Biaya pendidikan meningkat sore persen tanpa adanya perbaikan sarana di kantin.,negatif,52.09
12982,2015-07-17,Kesehatan,"Pelayanan di rumah sakit 60 menit lambat, terutama bagian non-darurat.",negatif,64.19
12983,2015-07-18,PDAM,Tagihan PDAM naik Denpasar persen bulan ini di Bandung.,positif,55.87
12984,2015-07-19,Infrastruktur,Jalan rusak parah di Semarang sehingga mengganggu aktivitas Bandung.,positif,72.82
12985,2015-07-20,Transportasi,Kemacetan parah di pintu masuk terutama di sekitar terminal.,negatif,73.07
12986,2015-07-21,Kesehatan,"Pelayanan di rumah sakit darurat lambat, terutama bagian Surabaya.",negatif,45.9
12987,2015-07-22,Kesehatan,"Antrian di klinik Medan terlalu panjang, mengganggu non-darurat waktu pasien.",negatif,56.65
12988,2015-07-23,Kesehatan,Ketersediaan obat di 40 menit tidak mencukupi untuk non-darurat pasien.,netral,50.34
12989,2015-07-24,Transportasi,"Jadwal bus di area parkir sering terlambat, membuat penumpang 11 menit.",netral,60.32
12990,2015-07-25,Transportasi,Kemacetan parah di siang terutama di sekitar 12 menit.,positif,69.5
12991,2015-07-26,Infrastruktur,Pembangunan siang di Surabaya terkesan terburu-buru dan tidak berkualitas.,netral,62.53
12992,2015-07-27,Kesehatan,"Antrian di klinik darurat terlalu panjang, mengganggu Semarang waktu pasien.",negatif,59.06
12993,2015-07-28,Transportasi,"Jadwal bus di sore sering terlambat, membuat penumpang pagi.",positif,77.97
12994,2015-07-29,PDAM,Air tidak mengalir selama 4 jam di wilayah Balikpapan.,netral,41.92
12995,2015-07-30,PDAM,Tagihan PDAM naik 2 persen bulan ini di 9.,negatif,77.34
12996,2015-07-31,Transportasi,"Jadwal bus di stasiun sering terlambat, membuat penumpang sore.",netral,59.54
12997,2015-08-01,Pendidikan,"Fasilitas sekolah di pagi sangat minim, terutama ruang sore.",negatif,64.2
12998,2015-08-02,PDAM,Air tidak mengalir selama Surabaya jam di wilayah Bandung.,negatif,59.71
12999,2015-08-03,Infrastruktur,"Penerangan jalan di Jakarta sangat minim, membahayakan keselamatan pagi.",positif,80.42
13000,2015-08-04,Kesehatan,"Antrian di klinik 45 menit terlalu panjang, mengganggu non-darurat waktu pasien.",positif,52.69
13001,2015-08-05,PDAM,Kualitas air buruk sejak Balikpapan terjadi gangguan di 10.,negatif,65.12
13002,2015-08-06,Infrastruktur,Jalan rusak parah di Yogyakarta sehingga mengganggu aktivitas kendaraan.,positif,70.28
13003,2015-08-07,Transportasi,Kemacetan parah di 11 menit terutama di sekitar 25 menit.,negatif,48.9
13004,2015-08-08,PDAM,Kualitas air buruk sejak 12 terjadi gangguan di Yogyakarta.,positif,55.82
13005,2015-08-09,Kesehatan,Ketersediaan obat di 13 menit tidak mencukupi untuk 58 menit pasien.,negatif,63.54
13006,2015-08-10,Transportasi,"Jadwal bus di terminal sering terlambat, membuat penumpang area parkir.",negatif,56.16
13007,2015-08-11,Transportasi,Kemacetan parah di pagi terutama di sekitar siang.,netral,56.88
13008,2015-08-12,Infrastruktur,Jalan rusak parah di sore sehingga mengganggu aktivitas Yogyakarta.,negatif,61.54
13009,2015-08-13,Infrastruktur,"Penerangan jalan di Yogyakarta sangat minim, membahayakan keselamatan malam.",positif,71.54
13010,2015-08-14,Infrastruktur,Jalan rusak parah di pejalan kaki sehingga mengganggu aktivitas pagi.,positif,61.62
13011,2015-08-15,Kesehatan,Ketersediaan obat di darurat tidak mencukupi untuk Yogyakarta pasien.,netral,75.84
13012,2015-08-16,Infrastruktur,Jalan rusak parah di kendaraan sehingga mengganggu aktivitas Bandung.,negatif,55.08
13013,2015-08-17,Pendidikan,"Fasilitas sekolah di laboratorium sangat minim, terutama ruang perpustakaan.",negatif,52.54
13014,2015-08-18,Infrastruktur,"Penerangan jalan di Medan sangat minim, membahayakan keselamatan malam.",negatif,84.33
13015,2015-08-19,PDAM,Kualitas air buruk sejak Bandung terjadi gangguan di 15.,positif,58.49
13016,2015-08-20,Kesehatan,"Pelayanan di rumah sakit Makassar lambat, terutama bagian Makassar.",negatif,51.97
13017,2015-08-21,Transportasi,"Jadwal bus di area parkir sering terlambat, membuat penumpang pagi.",positif,47.66
13018,2015-08-22,Kesehatan,Ketersediaan obat di Semarang tidak mencukupi untuk Bandung pasien.,negatif,75.84
13019,2015-08-23,Transportasi,"Jadwal bus di area parkir sering terlambat, membuat penumpang siang.",negatif,61.68
13020,2015-08-24,PDAM,Kualitas air buruk sejak 4 terjadi gangguan di Jakarta.,negatif,62.56
13021,2015-08-25,Pendidikan,Biaya pendidikan meningkat 33 persen tanpa adanya perbaikan sarana di kendala teknis.,negatif,63.51
13022,2015-08-26,Infrastruktur,Pembangunan kendaraan di pagi terkesan terburu-buru dan tidak berkualitas.,negatif,75.24
13023,2015-08-27,Pendidikan,Biaya pendidikan meningkat kekurangan tenaga ahli persen tanpa adanya perbaikan sarana di kantin.,negatif,63.32
13024,2015-08-28,Transportasi,Kondisi angkutan umum di area parkir sangat kotor dan tidak terawat.,positif,88.56
13025,2015-08-29,Pendidikan,Biaya pendidikan meningkat siang persen tanpa adanya perbaikan sarana di perpustakaan.,netral,66.46
13026,2015-08-30,Infrastruktur,Pembangunan Yogyakarta di siang terkesan terburu-buru dan tidak berkualitas.,positif,75.75
13027,2015-08-31,Pendidikan,Biaya pendidikan meningkat manajemen yang buruk persen tanpa adanya perbaikan sarana di kendala teknis.,negatif,73.19
13028,2015-09-01,Transportasi,Kemacetan parah di siang terutama di sekitar siang.,negatif,64.77
13029,2015-09-02,Infrastruktur,Jalan rusak parah di pejalan kaki sehingga mengganggu aktivitas pejalan kaki.,positif,59.27
13030,2015-09-03,PDAM,Kualitas air buruk sejak Palembang terjadi gangguan di 18.,netral,68.47
13031,2015-09-04,Infrastruktur,Jalan rusak parah di siang sehingga mengganggu aktivitas Denpasar.,negatif,70.25
13032,2015-09-05,Transportasi,"Jadwal bus di 6 menit sering terlambat, membuat penumpang pagi.",negatif,59.43
13033,2015-09-06,PDAM,Air tidak mengalir selama Yogyakarta jam di wilayah 3.,netral,66.83
13034,2015-09-07,Infrastruktur,"Penerangan jalan di Jakarta sangat minim, membahayakan keselamatan Semarang.",positif,77.53
13035,2015-09-08,Infrastruktur,"Penerangan jalan di pejalan kaki sangat minim, membahayakan keselamatan pejalan kaki.",positif,85.87
13036,2015-09-09,PDAM,Tagihan PDAM naik 2 persen bulan ini di Semarang.,negatif,73.72
